geometry,city,EV_stations,parking,edges,parking_space,civic,restaurant,park,school,node,Community_centre,place_of_worship,university,cinema,library,commercial,retail,townhall,government,residential,population,predicted_EV_stations
"POLYGON ((6.953408083540199 49.276892684270145, 6.953592126669352 49.27244591567465, 6.946849426158736 49.27232624961683, 6.9466647776636865 49.2767729995509, 6.953408083540199 49.276892684270145))",Saarbrucken,0,1,24,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.953592126669352 49.27244591567465, 6.953776124420669 49.26799914312919, 6.947034029126969 49.26787949572947, 6.946849426158736 49.27232624961683, 6.953592126669352 49.27244591567465))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.953776124420669 49.26799914312919, 6.953960076808576 49.26355236663384, 6.94721858658286 49.263432737888884, 6.947034029126969 49.26787949572947, 6.953776124420669 49.26799914312919))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.953960076808576 49.26355236663384, 6.954143983847492 49.25910558618869, 6.947403098540874 49.25898597609518, 6.94721858658286 49.263432737888884, 6.953960076808576 49.26355236663384))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.954143983847492 49.25910558618869, 6.9543278455518305 49.25465880179383, 6.947587565015473 49.254539210348426, 6.947403098540874 49.25898597609518, 6.954143983847492 49.25910558618869))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.9543278455518305 49.25465880179383, 6.954511661935998 49.25021201344934, 6.947771986021109 49.25009244064872, 6.947587565015473 49.254539210348426, 6.9543278455518305 49.25465880179383))",Saarbrucken,0,4,284,0,0,0,0,0,103,0,1,0,0,0,0,1,0,0.0,1,4.013376674564996,1
"POLYGON ((6.954511661935998 49.25021201344934, 6.954695433014395 49.24576522115533, 6.94795636157223 49.24564566699614, 6.947771986021109 49.25009244064872, 6.954511661935998 49.25021201344934))",Saarbrucken,0,5,108,0,0,1,0,0,42,0,1,0,0,0,0,0,0,0.0,0,4.013376674564995,1
"POLYGON ((6.954695433014395 49.24576522115533, 6.954879158801417 49.24131842491186, 6.94814069168328 49.241198889390795, 6.94795636157223 49.24564566699614, 6.954695433014395 49.24576522115533))",Saarbrucken,0,6,137,0,0,1,0,0,69,0,1,0,0,0,0,2,0,0.0,0,4.013376674564996,1
"POLYGON ((6.954879158801417 49.24131842491186, 6.95506283931145 49.23687162471903, 6.94832497636869 49.23675210783276, 6.94814069168328 49.241198889390795, 6.954879158801417 49.24131842491186))",Saarbrucken,0,13,137,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0.0,0,4.013376674564995,1
"POLYGON ((6.95506283931145 49.23687162471903, 6.955246474558878 49.2324248205769, 6.9485092156428925 49.232305322322105, 6.94832497636869 49.23675210783276, 6.95506283931145 49.23687162471903))",Saarbrucken,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.955246474558878 49.2324248205769, 6.9554300645580724 49.22797801248559, 6.948693409520307 49.22785853285895, 6.9485092156428925 49.232305322322105, 6.955246474558878 49.2324248205769))",Saarbrucken,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.9554300645580724 49.22797801248559, 6.955613609323406 49.22353120044519, 6.94887755801535 49.22341173944336, 6.948693409520307 49.22785853285895, 6.9554300645580724 49.22797801248559))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.955613609323406 49.22353120044519, 6.9557971088692385 49.219084384455776, 6.949061661142432 49.218964942075445, 6.94887755801535 49.22341173944336, 6.955613609323406 49.22353120044519))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.9557971088692385 49.219084384455776, 6.955980563209929 49.21463756451742, 6.9492457189159555 49.21451814075527, 6.949061661142432 49.218964942075445, 6.9557971088692385 49.219084384455776))",Saarbrucken,0,0,28,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.955980563209929 49.21463756451742, 6.956163972359824 49.21019074063023, 6.9494297313503175 49.21007133548294, 6.9492457189159555 49.21451814075527, 6.955980563209929 49.21463756451742))",Saarbrucken,0,2,109,0,0,0,1,0,40,0,1,0,0,0,3,0,0,0.0,0,4.013376674564997,1
"POLYGON ((6.956163972359824 49.21019074063023, 6.9563473363332715 49.20574391279427, 6.9542864822125035 49.20570741586254, 6.9537027 49.206080799999995, 6.951122100000001 49.207791099999994, 6.951044700000001 49.20785739999999, 6.9509571999999995 49.20793309999999, 6.9494614884891055 49.20930378798045, 6.9494297313503175 49.21007133548294, 6.956163972359824 49.21019074063023))",Saarbrucken,0,0,40,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.9563473363332715 49.20574391279427, 6.956402795418536 49.204398737353635, 6.9553584 49.2050218, 6.9542864822125035 49.20570741586254, 6.9563473363332715 49.20574391279427))",Saarbrucken,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.952902843861375 49.28909440675925, 6.95344 49.2894172, 6.9539724000000005 49.289563499999986, 6.9538039 49.290161, 6.953792631718485 49.29024956808323, 6.955088192864717 49.29027251147437, 6.955314 49.29011440000001, 6.955951700000001 49.289749799999996, 6.956129405820637 49.29029094001165, 6.95960084933773 49.29035231357264, 6.959784422859664 49.28590553821741, 6.953039861090649 49.28578620961087, 6.952902843861375 49.28909440675925))",Saarbrucken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.953792631718485 49.29024956808323, 6.9537625 49.290486400000006, 6.9537094 49.290797, 6.953638000000001 49.29126359999999, 6.954238700000001 49.29128909999999, 6.954317 49.29107669999999, 6.9544022 49.2909474, 6.954543200000001 49.2908048, 6.95473 49.29057759999999, 6.954971100000001 49.2903545, 6.955088192864717 49.29027251147437, 6.953792631718485 49.29024956808323))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.956129405820637 49.29029094001165, 6.9561799 49.290444699999995, 6.9565216 49.29104869999999, 6.957086100000001 49.291624699999986, 6.9576931 49.2925922, 6.958314900000001 49.29436789999999, 6.958544307075746 49.29478366089625, 6.959417230529368 49.29479908498088, 6.95960084933773 49.29035231357264, 6.956129405820637 49.29029094001165))",Saarbrucken,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.959784422859664 49.28590553821741, 6.959967951109575 49.281458758915264, 6.953223995018778 49.28133944891558, 6.953039861090649 49.28578620961087, 6.959784422859664 49.28590553821741))",Saarbrucken,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.959967951109575 49.281458758915264, 6.960151434101858 49.27701197566632, 6.953408083540199 49.276892684270145, 6.953223995018778 49.28133944891558, 6.959967951109575 49.281458758915264))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.960151434101858 49.27701197566632, 6.9603348718509075 49.27256518847063, 6.953592126669352 49.27244591567465, 6.953408083540199 49.276892684270145, 6.960151434101858 49.27701197566632))",Saarbrucken,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.9603348718509075 49.27256518847063, 6.960518264371106 49.268118397328294, 6.953776124420669 49.26799914312919, 6.953592126669352 49.27244591567465, 6.9603348718509075 49.27256518847063))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.960518264371106 49.268118397328294, 6.960701611676835 49.2636716022394, 6.953960076808576 49.26355236663384, 6.953776124420669 49.26799914312919, 6.960518264371106 49.268118397328294))",Saarbrucken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.960701611676835 49.2636716022394, 6.960884913782463 49.25922480320401, 6.954143983847492 49.25910558618869, 6.953960076808576 49.26355236663384, 6.960701611676835 49.2636716022394))",Saarbrucken,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.960884913782463 49.25922480320401, 6.96106817070236 49.254778000222245, 6.9543278455518305 49.25465880179383, 6.954143983847492 49.25910558618869, 6.960884913782463 49.25922480320401))",Saarbrucken,0,1,73,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.96106817070236 49.254778000222245, 6.961251382450882 49.25033119329417, 6.954511661935998 49.25021201344934, 6.9543278455518305 49.25465880179383, 6.96106817070236 49.254778000222245))",Saarbrucken,0,0,54,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.0,14,4.013376674564996,1
"POLYGON ((6.961251382450882 49.25033119329417, 6.9614345490423855 49.245884382419874, 6.954695433014395 49.24576522115533, 6.954511661935998 49.25021201344934, 6.961251382450882 49.25033119329417))",Saarbrucken,0,9,106,0,0,0,2,2,50,0,1,0,0,0,0,0,0,0.0,1,4.013376674564996,1
"POLYGON ((6.9614345490423855 49.245884382419874, 6.961617670491217 49.24143756759944, 6.954879158801417 49.24131842491186, 6.954695433014395 49.24576522115533, 6.9614345490423855 49.245884382419874))",Saarbrucken,1,9,138,0,0,0,1,1,59,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.961617670491217 49.24143756759944, 6.961800746811715 49.236990748832966, 6.95506283931145 49.23687162471903, 6.954879158801417 49.24131842491186, 6.961617670491217 49.24143756759944))",Saarbrucken,2,23,174,0,0,3,0,0,79,0,0,0,0,0,5,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.961800746811715 49.236990748832966, 6.961983778018215 49.23254392612052, 6.955246474558878 49.2324248205769, 6.95506283931145 49.23687162471903, 6.961800746811715 49.236990748832966))",Saarbrucken,0,2,74,0,0,0,0,0,36,0,0,0,0,0,3,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.961983778018215 49.23254392612052, 6.962166764125047 49.22809709946221, 6.9554300645580724 49.22797801248559, 6.955246474558878 49.2324248205769, 6.961983778018215 49.23254392612052))",Saarbrucken,0,5,47,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.962166764125047 49.22809709946221, 6.962349705146531 49.22365026885809, 6.955613609323406 49.22353120044519, 6.9554300645580724 49.22797801248559, 6.962166764125047 49.22809709946221))",Saarbrucken,0,4,32,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,1
"POLYGON ((6.962349705146531 49.22365026885809, 6.962532601096983 49.219203434308284, 6.9557971088692385 49.219084384455776, 6.955613609323406 49.22353120044519, 6.962349705146531 49.22365026885809))",Saarbrucken,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.962532601096983 49.219203434308284, 6.962715451990713 49.21475659581284, 6.955980563209929 49.21463756451742, 6.9557971088692385 49.219084384455776, 6.962532601096983 49.219203434308284))",Saarbrucken,0,1,35,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.962715451990713 49.21475659581284, 6.962898257842022 49.21030975337187, 6.956163972359824 49.21019074063023, 6.955980563209929 49.21463756451742, 6.962715451990713 49.21475659581284))",Saarbrucken,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.962898257842022 49.21030975337187, 6.96308101866521 49.205862906985445, 6.9563473363332715 49.20574391279427, 6.956163972359824 49.21019074063023, 6.962898257842022 49.21030975337187))",Saarbrucken,0,11,146,0,0,1,0,0,63,0,0,0,0,0,1,0,0,0.0,0,4.013376674564997,1
"POLYGON ((6.96308101866521 49.205862906985445, 6.963119929002557 49.204916017850245, 6.961483300000001 49.2040634, 6.9612135 49.203924599999986, 6.9608053 49.2037109, 6.959734100000001 49.203149499999995, 6.9596646 49.20311349999999, 6.959594700000001 49.2031179, 6.959205000000001 49.20326919999999, 6.9584678 49.203553500000005, 6.958326700000001 49.20360670000001, 6.9581166 49.2036951, 6.9579625 49.2037593, 6.957139300000001 49.20410149999999, 6.9564689 49.20435929999999, 6.956402795418536 49.204398737353635, 6.9563473363332715 49.20574391279427, 6.96308101866521 49.205862906985445))",Saarbrucken,0,6,40,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.959281652467782 49.29808172770299, 6.9607939000000005 49.29860010000001, 6.961715896744428 49.29928968068415, 6.96597999072813 49.2993648432533, 6.966163048697392 49.294918057236615, 6.959417230529368 49.29479908498088, 6.959281652467782 49.29808172770299))",Saarbrucken,0,1,19,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.961715896744428 49.29928968068415, 6.961970099999999 49.2994798, 6.9633014 49.3006251, 6.9650799 49.301987999999994, 6.965848927232334 49.30254791987314, 6.96597999072813 49.2993648432533, 6.961715896744428 49.29928968068415))",Saarbrucken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1
"POLYGON ((6.966163048697392 49.294918057236615, 6.966346061515046 49.29047126727615, 6.95960084933773 49.29035231357264, 6.959417230529368 49.29479908498088, 6.966163048697392 49.294918057236615))",Saarbrucken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.966346061515046 49.29047126727615, 6.966529029195455 49.28602447337203, 6.959784422859664 49.28590553821741, 6.95960084933773 49.29035231357264, 6.966346061515046 49.29047126727615))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.966529029195455 49.28602447337203, 6.966711951752973 49.28157767552431, 6.959967951109575 49.281458758915264, 6.959784422859664 49.28590553821741, 6.966529029195455 49.28602447337203))",Saarbrucken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.966711951752973 49.28157767552431, 6.966894829201953 49.27713087373308, 6.960151434101858 49.27701197566632, 6.959967951109575 49.281458758915264, 6.966711951752973 49.28157767552431))",Saarbrucken,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.966894829201953 49.27713087373308, 6.967077661556738 49.27268406799844, 6.9603348718509075 49.27256518847063, 6.960151434101858 49.27701197566632, 6.966894829201953 49.27713087373308))",Saarbrucken,0,1,25,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.967077661556738 49.27268406799844, 6.967260448831664 49.26823725832046, 6.960518264371106 49.268118397328294, 6.9603348718509075 49.27256518847063, 6.967077661556738 49.27268406799844))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.967260448831664 49.26823725832046, 6.967443191041066 49.263790444699225, 6.960701611676835 49.2636716022394, 6.960518264371106 49.268118397328294, 6.967260448831664 49.26823725832046))",Saarbrucken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.967443191041066 49.263790444699225, 6.967625888199265 49.259343627134825, 6.960884913782463 49.25922480320401, 6.960701611676835 49.2636716022394, 6.967443191041066 49.263790444699225))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.967625888199265 49.259343627134825, 6.9678085403205845 49.25489680562734, 6.96106817070236 49.254778000222245, 6.960884913782463 49.25922480320401, 6.967625888199265 49.259343627134825))",Saarbrucken,0,0,74,0,0,0,1,0,30,0,0,0,0,0,1,0,0,0.0,0,4.013376674564995,0
"POLYGON ((6.9678085403205845 49.25489680562734, 6.9679911474193315 49.25044998017686, 6.961251382450882 49.25033119329417, 6.96106817070236 49.254778000222245, 6.9678085403205845 49.25489680562734))",Saarbrucken,0,7,73,0,0,2,2,4,37,0,3,0,0,0,4,0,0,0.0,2,4.013376674564996,1
"POLYGON ((6.9679911474193315 49.25044998017686, 6.968173709509817 49.246003150783466, 6.9614345490423855 49.245884382419874, 6.961251382450882 49.25033119329417, 6.9679911474193315 49.25044998017686))",Saarbrucken,0,4,89,0,0,2,0,0,47,0,1,0,0,0,2,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.968173709509817 49.246003150783466, 6.968356226606339 49.24155631744723, 6.961617670491217 49.24143756759944, 6.9614345490423855 49.245884382419874, 6.968173709509817 49.246003150783466))",Saarbrucken,0,7,158,0,0,0,1,0,63,1,0,0,0,0,0,0,0,0.0,0,4.013376674564997,1
"POLYGON ((6.968356226606339 49.24155631744723, 6.968538698723191 49.23710948016827, 6.961800746811715 49.236990748832966, 6.961617670491217 49.24143756759944, 6.968356226606339 49.24155631744723))",Saarbrucken,2,11,204,0,0,0,1,2,90,0,1,0,0,0,1,1,0,0.0,0,4.013376674564996,1
"POLYGON ((6.968538698723191 49.23710948016827, 6.968721125874661 49.23266263894663, 6.961983778018215 49.23254392612052, 6.961800746811715 49.236990748832966, 6.968538698723191 49.23710948016827))",Saarbrucken,5,19,123,0,0,0,0,0,59,0,0,0,0,0,4,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.968721125874661 49.23266263894663, 6.968903508075029 49.22821579378243, 6.962166764125047 49.22809709946221, 6.961983778018215 49.23254392612052, 6.968721125874661 49.23266263894663))",Saarbrucken,0,8,124,0,0,2,0,0,58,0,1,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.968903508075029 49.22821579378243, 6.969085845338571 49.22376894467574, 6.962349705146531 49.22365026885809, 6.962166764125047 49.22809709946221, 6.968903508075029 49.22821579378243))",Saarbrucken,0,0,23,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.969085845338571 49.22376894467574, 6.969268137679556 49.21932209162664, 6.962532601096983 49.219203434308284, 6.962349705146531 49.22365026885809, 6.969085845338571 49.22376894467574))",Saarbrucken,0,13,102,0,0,0,0,0,47,1,2,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.969268137679556 49.21932209162664, 6.9694503851122445 49.214875234635215, 6.962715451990713 49.21475659581284, 6.962532601096983 49.219203434308284, 6.969268137679556 49.21932209162664))",Saarbrucken,1,4,59,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0.0,0,4.013376674564996,0
"POLYGON ((6.9694503851122445 49.214875234635215, 6.969632587650894 49.21042837370155, 6.962898257842022 49.21030975337187, 6.962715451990713 49.21475659581284, 6.9694503851122445 49.214875234635215))",Saarbrucken,1,8,160,0,0,1,0,0,81,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.969632587650894 49.21042837370155, 6.969722024049058 49.20824517396306, 6.969567400000001 49.20816799999999, 6.965016680937725 49.20589704027192, 6.96308101866521 49.205862906985445, 6.962898257842022 49.21030975337187, 6.969632587650894 49.21042837370155))",Saarbrucken,3,24,163,0,0,1,0,0,86,0,0,0,0,0,0,1,0,0.0,0,4.013376674564996,1
"POLYGON ((6.965016680937725 49.20589704027192, 6.964908200000001 49.20584289999999, 6.964584199999999 49.20567880000001, 6.963119929002557 49.204916017850245, 6.96308101866521 49.205862906985445, 6.965016680937725 49.20589704027192))",Saarbrucken,0,1,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0.0,1
"POLYGON ((6.965848927232334 49.30254791987314, 6.966316300000001 49.3028882, 6.967099500000001 49.30374689999999, 6.967153420301898 49.3038355052744, 6.972543962666593 49.30393024099286, 6.972726459498471 49.29948344042246, 6.96597999072813 49.2993648432533, 6.965848927232334 49.30254791987314))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.967153420301898 49.3038355052744, 6.967731 49.3047846, 6.967955600000001 49.305410699999996, 6.968079500000001 49.30602579999999, 6.968152599999999 49.3065692, 6.9682168 49.3076746, 6.9682622617269 49.30830501541513, 6.972361420803691 49.30837703762264, 6.972543962666593 49.30393024099286, 6.967153420301898 49.3038355052744))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.9682622617269 49.30830501541513, 6.968266400000001 49.30836239999999, 6.968263800000001 49.30916559999999, 6.9681721 49.3105669, 6.9682251 49.3112843, 6.9684934 49.3123439, 6.968617000000001 49.3126205, 6.968685947284484 49.31276246543448, 6.9721788338954305 49.31282383031172, 6.972361420803691 49.30837703762264, 6.9682622617269 49.30830501541513))",Saarbrucken,0,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0.0,1
"POLYGON ((6.968685947284484 49.31276246543448, 6.968981300000001 49.31337059999999, 6.969604500000001 49.31426299999999, 6.9703964 49.315070000000006, 6.971333900000001 49.315818699999994, 6.972039494850043 49.31621660701298, 6.9721788338954305 49.31282383031172, 6.968685947284484 49.31276246543448))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.972726459498471 49.29948344042246, 6.972908911313652 49.295036635911536, 6.966163048697392 49.294918057236615, 6.96597999072813 49.2993648432533, 6.972726459498471 49.29948344042246))",Saarbrucken,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.972908911313652 49.295036635911536, 6.97309131812646 49.29058982746015, 6.966346061515046 49.29047126727615, 6.966163048697392 49.294918057236615, 6.972908911313652 49.295036635911536))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.97309131812646 49.29058982746015, 6.97327367995121 49.286143015068404, 6.966529029195455 49.28602447337203, 6.966346061515046 49.29047126727615, 6.97309131812646 49.29058982746015))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.97327367995121 49.286143015068404, 6.97345599680221 49.281696198736356, 6.966711951752973 49.28157767552431, 6.966529029195455 49.28602447337203, 6.97327367995121 49.286143015068404))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.97345599680221 49.281696198736356, 6.973638268693764 49.27724937846412, 6.966894829201953 49.27713087373308, 6.966711951752973 49.28157767552431, 6.97345599680221 49.281696198736356))",Saarbrucken,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((6.973638268693764 49.27724937846412, 6.97382049564017 49.272802554251754, 6.967077661556738 49.27268406799844, 6.966894829201953 49.27713087373308, 6.973638268693764 49.27724937846412))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.97382049564017 49.272802554251754, 6.974002677655715 49.268355726099365, 6.967260448831664 49.26823725832046, 6.967077661556738 49.27268406799844, 6.97382049564017 49.272802554251754))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.974002677655715 49.268355726099365, 6.974184814754688 49.26390889400701, 6.967443191041066 49.263790444699225, 6.967260448831664 49.26823725832046, 6.974002677655715 49.268355726099365))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((6.974184814754688 49.26390889400701, 6.974366906951363 49.25946205797481, 6.967625888199265 49.259343627134825, 6.967443191041066 49.263790444699225, 6.974184814754688 49.26390889400701))",Saarbrucken,0,0,22,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.974366906951363 49.25946205797481, 6.974548954260014 49.2550152180028, 6.9678085403205845 49.25489680562734, 6.967625888199265 49.259343627134825, 6.974366906951363 49.25946205797481))",Saarbrucken,0,2,54,0,0,0,1,0,26,0,1,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.974548954260014 49.2550152180028, 6.974730956694904 49.2505683740911, 6.9679911474193315 49.25044998017686, 6.9678085403205845 49.25489680562734, 6.974548954260014 49.2550152180028))",Saarbrucken,0,3,64,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0.0,1,4.013376674564996,0
"POLYGON ((6.974730956694904 49.2505683740911, 6.974912914270294 49.246121526239776, 6.968173709509817 49.246003150783466, 6.9679911474193315 49.25044998017686, 6.974730956694904 49.2505683740911))",Saarbrucken,0,5,111,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.974912914270294 49.246121526239776, 6.975094827000435 49.24167467444893, 6.968356226606339 49.24155631744723, 6.968173709509817 49.246003150783466, 6.974912914270294 49.246121526239776))",Saarbrucken,0,18,147,0,0,1,1,0,67,2,1,0,0,0,0,1,0,0.0,0,4.013376674564996,1
"POLYGON ((6.975094827000435 49.24167467444893, 6.975276694899576 49.23722781871863, 6.968538698723191 49.23710948016827, 6.968356226606339 49.24155631744723, 6.975094827000435 49.24167467444893))",Saarbrucken,0,13,212,0,0,5,6,1,99,5,1,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.975276694899576 49.23722781871863, 6.975458517981957 49.23278095904894, 6.968721125874661 49.23266263894663, 6.968538698723191 49.23710948016827, 6.975276694899576 49.23722781871863))",Saarbrucken,0,11,240,0,0,2,0,0,103,0,0,1,0,1,1,0,0,0.0,0,4.013376674564996,1
"POLYGON ((6.975458517981957 49.23278095904894, 6.97564029626181 49.22833409543998, 6.968903508075029 49.22821579378243, 6.968721125874661 49.23266263894663, 6.975458517981957 49.23278095904894))",Saarbrucken,0,11,170,0,0,1,2,1,76,0,1,0,0,0,1,0,0,0.0,19,4.013376674564996,1
"POLYGON ((6.97564029626181 49.22833409543998, 6.975822029753364 49.22388722789184, 6.969085845338571 49.22376894467574, 6.968903508075029 49.22821579378243, 6.97564029626181 49.22833409543998))",Saarbrucken,0,6,79,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0.0,0,4.013376674564995,1
"POLYGON ((6.975822029753364 49.22388722789184, 6.9760037184708406 49.21944035640456, 6.969268137679556 49.21932209162664, 6.969085845338571 49.22376894467574, 6.975822029753364 49.22388722789184))",Saarbrucken,0,5,62,0,0,2,0,0,29,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((6.9760037184708406 49.21944035640456, 6.976185362428456 49.21499348097825, 6.9694503851122445 49.214875234635215, 6.969268137679556 49.21932209162664, 6.9760037184708406 49.21944035640456))",Saarbrucken,0,5,32,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0.0,0,4.013376674564995,0
"POLYGON ((6.976185362428456 49.21499348097825, 6.976366961640416 49.210546601613004, 6.969632587650894 49.21042837370155, 6.9694503851122445 49.214875234635215, 6.976185362428456 49.21499348097825))",Saarbrucken,0,8,92,0,0,0,0,0,45,0,0,0,0,0,6,0,0,0.0,0,4.013376674564996,1
