,geometry,EV_stations_counts,EV_stations_aperage,EV_stations_voltage,EV_stations_capacity,EV_stations_geomery,population,landuse,nodes,edges,density,parking_count,parking_types,restaurant_count,library_count,Community_centre_count,school_count,university_count,park_count,townhall_count,government_count,civic_count,commercial_count,retail_count,place_of_worship_count
1337,"POLYGON ((13.341002445487309 52.51292472671658, 13.34117051458218 52.50846240913626, 13.333840860075247 52.508359416587346, 13.333672049191085 52.512821717660394, 13.341002445487309 52.51292472671658))",0,[],[],[],[],10.022101410748057,Other,2,1,0.5,1,{'surface': 1},2,0,0,0,0,1,0,0,0,0,0,0
1338,"POLYGON ((13.34117051458218 52.50846240913626, 13.341338539599105 52.5040000877924, 13.33400962668718 52.503897111747406, 13.333840860075247 52.508359416587346, 13.34117051458218 52.50846240913626))",0,[],[],[],[],10.022101410748055,Other,6,6,0.2,2,{'multi-storey': 2},11,0,0,0,0,0,0,0,0,1,1,2
1339,"POLYGON ((13.341338539599105 52.5040000877924, 13.341506520553498 52.49953776268498, 13.334178349042357 52.499434803140595, 13.33400962668718 52.503897111747406, 13.341338539599105 52.5040000877924))",2,"[['32'], ['32']]","[['400'], [nan]]","[['2'], ['2']]","[[<POINT (13.335 52.502)>], [<POINT (13.339 52.503)>]]",10.022101410748055,Other,19,34,0.09941520467836257,6,"{'multi-storey': 3, 'street_side': 2, 'surface': 1}",19,0,0,0,0,0,0,0,0,18,4,0
1340,"POLYGON ((13.341506520553498 52.49953776268498, 13.341674457460758 52.49507543381396, 13.33434702715625 52.49497249076686, 13.334178349042357 52.499434803140595, 13.341506520553498 52.49953776268498))",0,[],[],[],[],10.022101410748055,Other,22,46,0.09956709956709957,7,"{'underground': 2, 'street_side': 2, 'surface': 1, 'multi-storey': 1}",10,0,0,3,0,0,0,0,0,1,1,0
1341,"POLYGON ((13.341674457460758 52.49507543381396, 13.341842350336275 52.490613101179385, 13.334515661044316 52.490510174626216, 13.33434702715625 52.49497249076686, 13.341674457460758 52.49507543381396))",0,[],[],[],[],10.022101410748053,Other,25,49,0.08166666666666667,7,"{'surface': 6, 'street_side': 1}",8,0,0,0,0,0,0,0,0,1,1,1
1342,"POLYGON ((13.341842350336275 52.490613101179385, 13.342010199195443 52.486150764781186, 13.33468425072201 52.486047854718656, 13.334515661044316 52.490510174626216, 13.341842350336275 52.490613101179385))",1,[['32']],[[nan]],[['2']],[[<POINT (13.341 52.489)>]],10.022101410748055,Other,39,69,0.0465587044534413,11,"{'surface': 5, 'street_side': 4, 'multi-storey': 1}",8,0,1,0,0,1,0,0,0,3,6,0
1343,"POLYGON ((13.342010199195443 52.486150764781186, 13.34217800405363 52.48168842461942, 13.334852796204778 52.48158553104419, 13.33468425072201 52.486047854718656, 13.342010199195443 52.486150764781186))",1,[[nan]],[[nan]],[['2']],[[<POINT (13.338 52.486)>]],10.022101410748053,Other,27,62,0.08831908831908832,19,"{'street_side': 11, 'surface': 7, 'multi-storey': 1}",4,0,1,1,0,0,0,0,0,3,0,0
1344,"POLYGON ((13.34217800405363 52.48168842461942, 13.342345764926215 52.47722608069404, 13.33502129750806 52.4771232036028, 13.334852796204778 52.48158553104419, 13.34217800405363 52.48168842461942))",0,[],[],[],[],10.022101410748053,Other,16,29,0.12083333333333333,9,{'surface': 9},1,0,0,3,0,1,0,0,1,0,0,0
1345,"POLYGON ((13.342345764926215 52.47722608069404, 13.34251348182856 52.472763733005046, 13.335189754647288 52.47266087239444, 13.33502129750806 52.4771232036028, 13.342345764926215 52.47722608069404))",0,[],[],[],[],10.022101410748053,Other,24,51,0.09239130434782608,11,"{'surface': 4, 'street_side': 1}",5,0,1,0,0,1,0,0,0,2,2,1
1346,"POLYGON ((13.34251348182856 52.472763733005046, 13.342681154776022 52.46830138155243, 13.335358167637885 52.46819853741918, 13.335189754647288 52.47266087239444, 13.34251348182856 52.472763733005046))",2,"[['32'], ['16']]","[[nan], [nan]]","[['2'], ['2']]","[[<POINT (13.34 52.47)>], [<POINT (13.336 52.471)>]]",10.022101410748055,Other,15,34,0.1619047619047619,20,"{'street_side': 7, 'surface': 6, 'underground': 1, 'multi-storey': 1}",7,0,1,0,0,0,0,0,1,1,1,2
1347,"POLYGON ((13.342681154776022 52.46830138155243, 13.34284878378395 52.463839026336174, 13.335526536495268 52.46373619867694, 13.335358167637885 52.46819853741918, 13.342681154776022 52.46830138155243))",0,[],[],[],[],10.022101410748055,Other,24,43,0.07789855072463768,15,"{'street_side': 6, 'surface': 4, 'underground': 4}",3,0,1,0,0,0,0,0,0,1,2,1
1348,"POLYGON ((13.34284878378395 52.463839026336174, 13.343016368867683 52.45937666735629, 13.335694861234845 52.45927385616776, 13.335526536495268 52.46373619867694, 13.34284878378395 52.463839026336174))",2,"[[nan], [nan]]","[[nan], [nan]]","[['2'], ['2']]","[[<POINT (13.34 52.462)>], [<POINT (13.34 52.463)>]]",10.022101410748055,residential,23,62,0.1225296442687747,15,"{'surface': 8, 'street_side': 5}",3,0,0,1,0,4,0,0,0,0,1,0
1349,"POLYGON ((13.343016368867683 52.45937666735629, 13.343183910042562 52.45491430461275, 13.335863141872025 52.454811509891606, 13.335694861234845 52.45927385616776, 13.343016368867683 52.45937666735629))",1,[[nan]],[[nan]],[['1']],[[<POINT (13.339 52.455)>]],10.022101410748055,Other,4,6,0.5,3,{'surface': 3},2,0,0,0,0,0,0,0,0,25,2,0
1350,"POLYGON ((13.343183910042562 52.45491430461275, 13.34335140732391 52.45045193810558, 13.336031378422192 52.45034915984851, 13.335863141872025 52.454811509891606, 13.343183910042562 52.45491430461275))",1,[[nan]],[[nan]],[['2']],[[<POINT (13.338 52.452)>]],10.022101410748055,Other,22,40,0.08658008658008658,12,"{'surface': 6, 'rooftop': 1, 'underground': 1, 'street_side': 1}",3,0,0,0,0,0,0,0,0,8,0,0
1351,"POLYGON ((13.34335140732391 52.45045193810558, 13.343518860727047 52.44598956783472, 13.336199570900744 52.44588680603841, 13.336031378422192 52.45034915984851, 13.34335140732391 52.45045193810558))",0,[],[],[],[],10.022101410748053,residential,14,32,0.17582417582417584,9,"{'surface': 4, 'street_side': 4}",7,0,1,0,0,1,0,2,0,0,1,1
1352,"POLYGON ((13.343518860727047 52.44598956783472, 13.34368627026729 52.441527193800226, 13.336367719323052 52.44142444846135, 13.336199570900744 52.44588680603841, 13.343518860727047 52.44598956783472))",1,[[nan]],[[nan]],[['2']],[[<POINT (13.337 52.444)>]],10.022101410748055,Other,20,42,0.11052631578947368,4,"{'surface': 2, 'underground': 1, 'street_side': 1}",1,0,0,0,0,1,0,0,0,9,0,0
1353,"POLYGON ((13.34368627026729 52.441527193800226, 13.343853635959936 52.43706481600202, 13.336535823704496 52.436962087117294, 13.336367719323052 52.44142444846135, 13.34368627026729 52.441527193800226))",0,[],[],[],[],10.022101410748055,Other,13,28,0.1794871794871795,2,{'surface': 1},3,0,0,0,0,0,0,0,0,0,2,2
1354,"POLYGON ((13.343853635959936 52.43706481600202, 13.344020957820291 52.43260243444016, 13.336703884060437 52.43249972200625, 13.336535823704496 52.436962087117294, 13.343853635959936 52.43706481600202))",1,[[nan]],[[nan]],[[nan]],[[<POINT (13.338 52.435)>]],10.022101410748053,residential,17,37,0.13602941176470587,29,"{'surface': 17, 'underground': 2, 'multi-storey': 1, 'street_side': 1}",1,0,0,0,0,1,0,0,0,0,0,0
1355,"POLYGON ((13.344020957820291 52.43260243444016, 13.344188235863644 52.42814004911459, 13.336871900406237 52.4280373531282, 13.336703884060437 52.43249972200625, 13.344020957820291 52.43260243444016))",0,[],[],[],[],10.022101410748055,Other,10,17,0.18888888888888888,22,"{'surface': 12, 'underground': 1, 'lane': 1}",1,0,0,1,0,0,0,0,0,4,1,0
1356,"POLYGON ((13.344188235863644 52.42814004911459, 13.344355470105278 52.42367766002535, 13.337039872757241 52.423574980483146, 13.336871900406237 52.4280373531282, 13.344188235863644 52.42814004911459))",1,[[nan]],[[nan]],[['2']],[[<POINT (13.338 52.428)>]],10.022101410748053,residential,17,36,0.1323529411764706,10,"{'underground': 3, 'street_side': 3, 'surface': 2}",0,0,0,0,0,1,0,0,0,0,0,0
1357,"POLYGON ((13.344355470105278 52.42367766002535, 13.344522660560468 52.41921526717237, 13.3372078011288 52.419112604071074, 13.337039872757241 52.423574980483146, 13.344355470105278 52.42367766002535))",0,[],[],[],[],10.022101410748053,residential,11,22,0.2,0,{},1,0,0,0,0,0,0,0,0,0,0,1
1358,"POLYGON ((13.344522660560468 52.41921526717237, 13.344689807244485 52.414752870555695, 13.337375685536243 52.414650223892, 13.3372078011288 52.419112604071074, 13.344522660560468 52.41921526717237))",0,[],[],[],[],10.022101410748053,Other,13,24,0.15384615384615385,0,{},2,0,0,0,0,0,0,0,0,0,0,0
1359,"POLYGON ((13.344689807244485 52.414752870555695, 13.344856910172588 52.41029047017529, 13.343245325735527 52.410267893377046, 13.343276 52.410682599999994, 13.3432996 52.4109483, 13.3433183 52.41126469999999, 13.3433491 52.41172699999999, 13.342202300000002 52.4113349, 13.3399631 52.4104485, 13.339372300373215 52.410213545973846, 13.337543525994903 52.410187839945884, 13.337375685536243 52.414650223892, 13.344689807244485 52.414752870555695))",0,[],[],[],[],10.022101410748053,residential,8,16,0.2857142857142857,0,{},1,0,0,0,0,0,0,0,0,0,1,0
1360,"POLYGON ((13.344856910172588 52.41029047017529, 13.344999508401168 52.40648152856258, 13.3448174 52.4065927, 13.3439441 52.40713149999999, 13.343055100000003 52.40768599999999, 13.3431811 52.409327700000006, 13.3432254 52.4099985, 13.343245325735527 52.410267893377046, 13.344856910172588 52.41029047017529))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
1361,"POLYGON ((13.339372300373215 52.410213545973846, 13.338906 52.41002809999999, 13.337842200000003 52.40962259999999, 13.337568722773627 52.409517830546626, 13.337543525994903 52.410187839945884, 13.339372300373215 52.410213545973846))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
1362,"POLYGON ((13.336852395381204 52.62273949208257, 13.3369191 52.6227621, 13.336980600000002 52.62278129999999, 13.3370553 52.6228044, 13.337136900000003 52.6228176, 13.3372484 52.6228298, 13.3373338 52.622841, 13.3374286 52.62285909999999, 13.3375875 52.6229092, 13.337743900000001 52.6229618, 13.3378344 52.62297709999999, 13.3379079 52.62297550000001, 13.3380241 52.622957899999996, 13.3381185 52.6229475, 13.3383141 52.6229268, 13.3383521 52.62292580000001, 13.338389700000002 52.6229309, 13.338469600000002 52.622994200000015, 13.338499500000001 52.623109599999985, 13.3385114 52.62320499999999, 13.3385255 52.623248800000006, 13.3385947 52.6233064, 13.3386784 52.623337499999984, 13.3387241 52.62334680000001, 13.3387771 52.6233432, 13.3388288 52.62331989999999, 13.338946700000001 52.62323979999999, 13.3390163 52.6232169, 13.3392837 52.623171299999996, 13.3393866 52.62319799999999, 13.339519900000003 52.6232841, 13.339563900000002 52.6232989, 13.339641600000002 52.623311599999994, 13.339727900000002 52.62330509999999, 13.3398517 52.623272899999996, 13.3399261 52.623267199999994, 13.3400986 52.623290799999985, 13.3402007 52.623282799999984, 13.340284 52.62325479999999, 13.3403429 52.623219299999995, 13.3403998 52.6231685, 13.340463000000002 52.62314169999999, 13.3405087 52.6231386, 13.340569800000003 52.6231428, 13.3406612 52.62316169999999, 13.3407496 52.62319459999999, 13.3409136 52.6232444, 13.3409879 52.6232659, 13.3410755 52.6232869, 13.341174600000002 52.62329209999999, 13.3412301 52.623286400000005, 13.3413313 52.62326669999999, 13.341347600000002 52.62326669999999, 13.3413916 52.62327419999999, 13.3414304 52.62330849999998, 13.3415291 52.623333900000006, 13.3417888 52.623249099999995, 13.3418503 52.6232483, 13.3418981 52.623261499999984, 13.3419566 52.6232859, 13.3420049 52.62330119999999, 13.3420429 52.6232929, 13.3421219 52.6232424, 13.342154 52.62322549999999, 13.3421997 52.62320629999999, 13.3422168 52.62320729999999, 13.3422646 52.6232123, 13.3422979 52.62323219999999, 13.3423154 52.62327169999998, 13.342346600000003 52.62330429999999, 13.342374 52.6233188, 13.3424218 52.623332299999994, 13.3424867 52.6233455, 13.3425692 52.6233544, 13.3426815 52.62337610000001, 13.3427276 52.6233956, 13.3427648 52.62342670000001, 13.3427951 52.62345390000001, 13.3428284 52.62346869999999, 13.3428587 52.62347569999999, 13.3429147 52.62346349999999, 13.3429544 52.623453199999986, 13.3430176 52.62341500000001, 13.3430676 52.623369700000005, 13.343112 52.6233564, 13.3431308 52.623358, 13.3431496 52.62336109999999, 13.3431757 52.6233818, 13.3431846 52.6234067, 13.343211600000002 52.6234353, 13.3432376 52.62345029999999, 13.343342700000001 52.623468199999984, 13.3434157 52.623463, 13.3434922 52.623444899999996, 13.3435456 52.6234283, 13.3435699 52.6234181, 13.3435981 52.62344149999999, 13.343634 52.623487600000004, 13.3436635 52.6235151, 13.343860800000002 52.62362169999999, 13.3438924 52.62363980000001, 13.3439163 52.623658799999994, 13.3439432 52.6236956, 13.343974 52.623740700000006, 13.34416764312057 52.62373018694041, 13.344303826004335 52.62012217019628, 13.336955523636982 52.62001921959709, 13.336852395381204 52.62273949208257))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
1363,"POLYGON ((13.344303826004335 52.62012217019628, 13.344472211123175 52.615659926424456, 13.33712465524412 52.61555699233978, 13.336955523636982 52.62001921959709, 13.344303826004335 52.62012217019628))",0,[],[],[],[],10.022101410748053,Other,4,6,0.5,0,{},0,0,0,0,0,0,0,0,0,0,0,0
1364,"POLYGON ((13.344472211123175 52.615659926424456, 13.344640551987991 52.61119767889259, 13.337293742401302 52.6110947613191, 13.33712465524412 52.61555699233978, 13.344472211123175 52.615659926424456))",0,[],[],[],[],10.022101410748053,residential,9,16,0.2222222222222222,1,{'surface': 1},0,0,1,0,0,0,0,0,0,0,0,0
1365,"POLYGON ((13.344640551987991 52.61119767889259, 13.344808848614301 52.606735427600704, 13.337462785124114 52.60663252653508, 13.337293742401302 52.6110947613191, 13.344640551987991 52.61119767889259))",0,[],[],[],[],10.022101410748055,residential,11,20,0.18181818181818182,0,{},0,0,0,0,0,1,0,0,0,0,0,0
1366,"POLYGON ((13.344808848614301 52.606735427600704, 13.344977101017612 52.60227317254879, 13.337631783428131 52.602170287987654, 13.337462785124114 52.60663252653508, 13.344808848614301 52.606735427600704))",0,[],[],[],[],10.022101410748055,Other,6,10,0.3333333333333333,1,{'surface': 1},0,0,0,1,0,0,0,0,0,12,2,0
1367,"POLYGON ((13.344977101017612 52.60227317254879, 13.34514530921343 52.59781091373681, 13.33780073732893 52.59770804567684, 13.337631783428131 52.602170287987654, 13.344977101017612 52.60227317254879))",0,[],[],[],[],10.022101410748053,Other,11,22,0.2,1,{'surface': 1},1,0,2,0,0,0,0,0,0,1,0,2
1368,"POLYGON ((13.34514530921343 52.59781091373681, 13.34531347321725 52.59334865116478, 13.337969646842069 52.59324579960262, 13.33780073732893 52.59770804567684, 13.34514530921343 52.59781091373681))",0,[],[],[],[],10.022101410748053,Other,14,24,0.13186813186813187,0,{},0,0,0,0,0,0,0,0,0,0,0,1
1369,"POLYGON ((13.34531347321725 52.59334865116478, 13.345481593044557 52.58888638483269, 13.33813851198311 52.58878354976501, 13.337969646842069 52.59324579960262, 13.34531347321725 52.59334865116478))",0,[],[],[],[],10.022101410748053,Other,15,28,0.13333333333333333,0,{},1,0,0,0,0,0,0,0,0,0,0,0
1370,"POLYGON ((13.345481593044557 52.58888638483269, 13.345649668710834 52.58442411474051, 13.338307332767597 52.58432129616397, 13.33813851198311 52.58878354976501, 13.345481593044557 52.58888638483269))",0,[],[],[],[],10.022101410748055,Other,10,16,0.17777777777777778,1,{'surface': 1},0,0,0,0,0,0,0,0,0,0,0,0
1371,"POLYGON ((13.345649668710834 52.58442411474051, 13.345817700231553 52.57996184088827, 13.338476109211074 52.57985903879953, 13.338307332767597 52.58432129616397, 13.345649668710834 52.58442411474051))",0,[],[],[],[],10.022101410748055,residential,11,20,0.18181818181818182,1,{'multi-storey': 1},1,0,0,0,0,0,0,0,0,0,0,0
1372,"POLYGON ((13.345817700231553 52.57996184088827, 13.34598568762218 52.575499563275905, 13.338644841329073 52.57539677767165, 13.338476109211074 52.57985903879953, 13.345817700231553 52.57996184088827))",0,[],[],[],[],10.022101410748053,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
1373,"POLYGON ((13.34598568762218 52.575499563275905, 13.346153630898174 52.57103728190344, 13.33881352913712 52.570934512780326, 13.338644841329073 52.57539677767165, 13.34598568762218 52.575499563275905))",0,[],[],[],[],10.022101410748055,residential,10,20,0.2222222222222222,16,{'surface': 15},0,0,0,1,0,1,0,0,0,2,0,0
1374,"POLYGON ((13.346153630898174 52.57103728190344, 13.346321530074984 52.566574996770875, 13.338982172650738 52.566472244125556, 13.33881352913712 52.570934512780326, 13.346153630898174 52.57103728190344))",0,[],[],[],[],10.022101410748053,Other,3,4,0.6666666666666666,13,"{'surface': 3, 'street_side': 2}",0,0,0,0,0,0,0,0,0,0,0,0
1375,"POLYGON ((13.346321530074984 52.566574996770875, 13.346489385168054 52.562112707878164, 13.339150771885436 52.56200997170734, 13.338982172650738 52.566472244125556, 13.346321530074984 52.566574996770875))",0,[],[],[],[],10.022101410748053,Other,12,22,0.16666666666666666,15,"{'surface': 12, 'street_side': 2}",1,0,0,0,0,1,0,0,0,0,2,1
1376,"POLYGON ((13.346489385168054 52.562112707878164, 13.34665719619282 52.557650415225325, 13.339319326856717 52.55754769552565, 13.339150771885436 52.56200997170734, 13.346489385168054 52.562112707878164))",0,[],[],[],[],10.022101410748055,Other,3,4,0.6666666666666666,3,{'surface': 1},1,0,0,0,0,4,0,0,0,0,0,1
1377,"POLYGON ((13.34665719619282 52.557650415225325, 13.34682496316471 52.55318811881236, 13.339487837580082 52.5530854155805, 13.339319326856717 52.55754769552565, 13.34665719619282 52.557650415225325))",2,"[[nan], [nan]]","[[nan], [nan]]","[['2'], ['2']]","[[<POINT (13.341 52.555)>], [<POINT (13.346 52.553)>]]",10.022101410748053,Other,18,40,0.13071895424836602,3,{'street_side': 3},6,0,1,2,0,0,0,0,0,0,0,2
1378,"POLYGON ((13.34682496316471 52.55318811881236, 13.34699268609915 52.54872581863923, 13.339656304071015 52.54862313187186, 13.339487837580082 52.5530854155805, 13.34682496316471 52.55318811881236))",1,[[nan]],[[nan]],[['2']],[[<POINT (13.341 52.551)>]],10.022101410748057,Other,6,12,0.4,9,"{'lane': 3, 'surface': 3, 'underground': 2, 'garage_boxes': 1}",0,0,0,1,0,0,0,0,0,0,0,0
1379,"POLYGON ((13.34699268609915 52.54872581863923, 13.347160365011545 52.54426351470595, 13.339824726345002 52.54416084439974, 13.339656304071015 52.54862313187186, 13.34699268609915 52.54872581863923))",0,[],[],[],[],10.022101410748055,Other,14,24,0.13186813186813187,11,"{'street_side': 8, 'surface': 3}",0,0,0,0,0,10,0,0,0,1,2,0
1380,"POLYGON ((13.347160365011545 52.54426351470595, 13.34732799991731 52.53980120701248, 13.339993104417516 52.539698553164115, 13.339824726345002 52.54416084439974, 13.347160365011545 52.54426351470595))",0,[],[],[],[],10.022101410748053,Other,0,0,0.0,6,"{'surface': 4, 'street_side': 1}",1,0,0,0,0,0,0,0,0,0,0,1
1381,"POLYGON ((13.34732799991731 52.53980120701248, 13.347495590831837 52.53533889555885, 13.340161438304023 52.535236258165, 13.339993104417516 52.539698553164115, 13.34732799991731 52.53980120701248))",0,[],[],[],[],10.022101410748055,Other,9,16,0.2222222222222222,2,{'surface': 2},1,0,0,0,0,0,0,0,0,3,4,0
1382,"POLYGON ((13.347495590831837 52.53533889555885, 13.347663137770525 52.53087658034501, 13.340329728019984 52.53077395940236, 13.340161438304023 52.535236258165, 13.347495590831837 52.53533889555885))",2,"[[nan], [nan]]","[[nan], [nan]]","[['2'], ['2']]","[[<POINT (13.341 52.532)>], [<POINT (13.347 52.534)>]]",10.022101410748055,Other,25,46,0.07666666666666666,8,"{'street_side': 7, 'multi-storey': 1}",7,1,1,1,0,0,0,0,0,2,18,2
1383,"POLYGON ((13.347663137770525 52.53087658034501, 13.347830640748752 52.526414261371, 13.340497973580854 52.526311656876224, 13.340329728019984 52.53077395940236, 13.347663137770525 52.53087658034501))",0,[],[],[],[],10.022101410748053,Other,12,19,0.14393939393939395,6,"{'surface': 4, 'multi-storey': 1, 'street_side': 1}",4,0,0,0,0,0,0,0,0,2,4,2
1384,"POLYGON ((13.347830640748752 52.526414261371, 13.347998099781899 52.52195193863676, 13.340666175002072 52.52184935058654, 13.340497973580854 52.526311656876224, 13.347830640748752 52.526414261371))",1,[[nan]],[[nan]],[['2']],[[<POINT (13.344 52.524)>]],10.022101410748053,Other,13,20,0.1282051282051282,8,"{'street_side': 5, 'surface': 3}",5,0,1,1,1,1,0,0,0,8,0,0
1385,"POLYGON ((13.347998099781899 52.52195193863676, 13.348165514885332 52.51748961214231, 13.340834332299082 52.517387040533336, 13.340666175002072 52.52184935058654, 13.347998099781899 52.52195193863676))",3,"[['32'], [nan], [nan]]","[['400'], [nan], [nan]]","[['2'], ['2'], ['2']]","[[<POINT (13.346 52.52)>], [<POINT (13.343 52.521)>], [<POINT (13.342 52.518)>]]",10.022101410748055,Other,8,15,0.26785714285714285,19,"{'surface': 18, 'street_side': 1}",3,0,0,0,0,0,0,0,0,0,9,0
1386,"POLYGON ((13.348165514885332 52.51748961214231, 13.348332886074418 52.51302728188764, 13.341002445487309 52.51292472671658, 13.340834332299082 52.517387040533336, 13.348165514885332 52.51748961214231))",0,[],[],[],[],10.022101410748057,Other,2,2,1.0,8,{'surface': 8},0,1,0,0,0,0,0,0,1,0,0,1
1387,"POLYGON ((13.348332886074418 52.51302728188764, 13.34850021336451 52.50856494787273, 13.34117051458218 52.50846240913626, 13.341002445487309 52.51292472671658, 13.348332886074418 52.51302728188764))",0,[],[],[],[],10.022101410748057,Other,3,4,0.6666666666666666,3,{'surface': 3},0,0,0,0,0,0,0,0,0,0,2,0
1388,"POLYGON ((13.34850021336451 52.50856494787273, 13.348667496770956 52.50410261009757, 13.341338539599105 52.5040000877924, 13.34117051458218 52.50846240913626, 13.34850021336451 52.50856494787273))",1,[[nan]],[[nan]],[['2']],[[<POINT (13.343 52.505)>]],10.022101410748055,Other,18,31,0.10130718954248366,11,"{'surface': 6, 'underground': 4, 'multi-storey': 1}",11,0,0,0,0,0,0,0,0,6,0,1
1389,"POLYGON ((13.348667496770956 52.50410261009757, 13.348834736309092 52.49964026856218, 13.341506520553498 52.49953776268498, 13.341338539599105 52.5040000877924, 13.348667496770956 52.50410261009757))",0,[],[],[],[],10.022101410748055,Other,20,31,0.08157894736842106,19,"{'surface': 8, 'multi-storey': 7, 'rooftop': 2, 'street_side': 1, 'underground': 1}",14,0,1,0,0,0,0,0,1,16,1,0
1390,"POLYGON ((13.348834736309092 52.49964026856218, 13.349001931994259 52.495177923266496, 13.341674457460758 52.49507543381396, 13.341506520553498 52.49953776268498, 13.348834736309092 52.49964026856218))",1,[[nan]],[[nan]],[['2']],[[<POINT (13.345 52.497)>]],10.022101410748053,Other,22,50,0.10822510822510822,6,"{'surface': 2, 'lane': 2, 'underground': 1, 'street_side': 1}",17,0,0,2,0,0,0,0,0,2,1,0
1391,"POLYGON ((13.349001931994259 52.495177923266496, 13.349169083841774 52.49071557421057, 13.341842350336275 52.490613101179385, 13.341674457460758 52.49507543381396, 13.349001931994259 52.495177923266496))",0,[],[],[],[],10.022101410748053,Other,37,73,0.054804804804804805,8,"{'surface': 4, 'underground': 2, 'street_side': 2}",1,0,0,2,0,1,0,0,0,0,2,0
1392,"POLYGON ((13.349169083841774 52.49071557421057, 13.349336191866962 52.486253221394335, 13.342010199195443 52.486150764781186, 13.341842350336275 52.490613101179385, 13.349169083841774 52.49071557421057))",0,[],[],[],[],10.022101410748053,Other,30,65,0.07471264367816093,24,"{'street_side': 16, 'surface': 6, 'underground': 2}",7,1,0,1,0,1,0,0,2,7,2,0
1393,"POLYGON ((13.349336191866962 52.486253221394335, 13.349503256085132 52.48179086481783, 13.34217800405363 52.48168842461942, 13.342010199195443 52.486150764781186, 13.349336191866962 52.486253221394335))",2,"[[nan], [nan]]","[[nan], [nan]]","[['2'], ['1']]","[[<POINT (13.346 52.483)>], [<POINT (13.343 52.484)>]]",10.022101410748053,Other,37,70,0.052552552552552555,37,"{'street_side': 25, 'surface': 9, 'lane': 2, 'multi-storey': 1}",6,0,0,0,0,0,1,0,1,7,1,2
1394,"POLYGON ((13.349503256085132 52.48179086481783, 13.349670276511587 52.47732850448103, 13.342345764926215 52.47722608069404, 13.34217800405363 52.48168842461942, 13.349503256085132 52.48179086481783))",0,[],[],[],[],10.022101410748053,Other,32,55,0.055443548387096774,23,"{'street_side': 9, 'surface': 8, 'lane': 4, 'underground': 2}",6,0,0,0,0,0,0,0,0,16,1,1
1395,"POLYGON ((13.349670276511587 52.47732850448103, 13.349837253161624 52.47286614038391, 13.34251348182856 52.472763733005046, 13.342345764926215 52.47722608069404, 13.349670276511587 52.47732850448103))",0,[],[],[],[],10.022101410748053,Other,9,17,0.2361111111111111,1,{'surface': 1},0,0,0,1,0,0,0,0,0,13,0,0
1396,"POLYGON ((13.349837253161624 52.47286614038391, 13.350004186050532 52.468403772526486, 13.342681154776022 52.46830138155243, 13.34251348182856 52.472763733005046, 13.349837253161624 52.47286614038391))",1,[[nan]],[[nan]],"[['AC 22 kW, DC 150 kW']]",[[<POINT (13.35 52.47)>]],10.022101410748055,Other,12,20,0.15151515151515152,13,"{'surface': 6, 'street_side': 2}",2,0,2,2,0,2,0,0,0,1,0,2
1397,"POLYGON ((13.350004186050532 52.468403772526486, 13.350171075193593 52.46394140090873, 13.34284878378395 52.463839026336174, 13.342681154776022 52.46830138155243, 13.350004186050532 52.468403772526486))",0,[],[],[],[],10.022101410748055,Other,16,34,0.14166666666666666,13,"{'street_side': 5, 'surface': 1}",0,0,2,0,0,2,0,0,0,1,0,1
1398,"POLYGON ((13.350171075193593 52.46394140090873, 13.35033792060608 52.45947902553065, 13.343016368867683 52.45937666735629, 13.34284878378395 52.463839026336174, 13.350171075193593 52.46394140090873))",0,[],[],[],[],10.022101410748053,Other,7,12,0.2857142857142857,27,"{'street_side': 16, 'surface': 5, 'lane': 1}",1,1,0,0,0,0,0,0,0,0,3,2
1399,"POLYGON ((13.35033792060608 52.45947902553065, 13.350504722303263 52.4550166463922, 13.343183910042562 52.45491430461275, 13.343016368867683 52.45937666735629, 13.35033792060608 52.45947902553065))",1,[[nan]],[[nan]],[['2']],[[<POINT (13.349 52.455)>]],10.022101410748055,Other,9,13,0.18055555555555555,4,{'surface': 4},0,0,1,0,0,0,0,0,0,0,0,0
1400,"POLYGON ((13.350504722303263 52.4550166463922, 13.3506714803004 52.45055426349342, 13.34335140732391 52.45045193810558, 13.343183910042562 52.45491430461275, 13.350504722303263 52.4550166463922))",0,[],[],[],[],10.022101410748055,Other,7,12,0.2857142857142857,0,{},0,0,0,1,0,0,0,0,0,0,0,1
1401,"POLYGON ((13.3506714803004 52.45055426349342, 13.350838194612745 52.446091876834274, 13.343518860727047 52.44598956783472, 13.34335140732391 52.45045193810558, 13.3506714803004 52.45055426349342))",0,[],[],[],[],10.022101410748055,residential,17,39,0.14338235294117646,11,"{'surface': 8, 'multi-storey': 1, 'paved': 1}",2,0,0,0,0,1,0,0,0,2,0,0
