,geometry,EV_stations_counts,EV_stations_aperage,EV_stations_voltage,EV_stations_capacity,EV_stations_geomery,population,landuse,nodes,edges,density,parking_count,parking_types,restaurant_count,library_count,Community_centre_count,school_count,university_count,park_count,townhall_count,government_count,civic_count,commercial_count,retail_count,place_of_worship_count
0,"POLYGON ((13.088345 52.419632500000006, 13.088960108500904 52.419824797250165, 13.095651102995511 52.419932782023956, 13.095843373561534 52.41547098874601, 13.089650983906232 52.41537106984838, 13.088345 52.419632500000006))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
1,"POLYGON ((13.088960108500904 52.419824797250165, 13.09556675041384 52.42188988177683, 13.095651102995511 52.419932782023956, 13.088960108500904 52.419824797250165))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
2,"POLYGON ((13.095843373561534 52.41547098874601, 13.096035593800769 52.41100919158385, 13.092649454283285 52.41095459712751, 13.0923549 52.4111158, 13.0921238 52.4112421, 13.0914423 52.4114007, 13.090763500000001 52.41156019999999, 13.090275 52.412214199999994, 13.0901879 52.4127306, 13.0902096 52.4133864, 13.090208600000002 52.4135513, 13.089650983906232 52.41537106984838, 13.095843373561534 52.41547098874601))",0,[],[],[],[],10.022101410748053,Other,0,0,0.0,0,{},1,0,0,0,0,0,0,0,0,0,0,0
3,"POLYGON ((13.096035593800769 52.41100919158385, 13.096088325541139 52.40978498279053, 13.0934123 52.41053709999999, 13.092649454283285 52.41095459712751, 13.096035593800769 52.41100919158385))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
4,"POLYGON ((13.09556675041384 52.42188988177683, 13.0958391 52.421975, 13.0977237 52.423466, 13.0980539 52.4240168, 13.0980883 52.4240742, 13.098228153422305 52.42443915752183, 13.102340252000388 52.42450524134669, 13.102777179140551 52.42442784752637, 13.102965140202054 52.42005038824427, 13.095651102995511 52.419932782023956, 13.09556675041384 52.42188988177683))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
5,"POLYGON ((13.098228153422305 52.42443915752183, 13.0984005 52.4248889, 13.0993138 52.4253441, 13.0999756 52.42544769999999, 13.1004663 52.42530409999999, 13.1009493 52.4251627, 13.1016009 52.42463619999999, 13.102340252000388 52.42450524134669, 13.098228153422305 52.42443915752183))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
6,"POLYGON ((13.102965140202054 52.42005038824427, 13.103156673395667 52.41558857613849, 13.095843373561534 52.41547098874601, 13.095651102995511 52.419932782023956, 13.102965140202054 52.42005038824427))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
7,"POLYGON ((13.103156673395667 52.41558857613849, 13.103348156455175 52.411126760152264, 13.101050858484514 52.411089873868505, 13.1010763 52.41127420000001, 13.1011003 52.41143319999999, 13.1011219 52.411576999999994, 13.1010685 52.411809299999994, 13.101047 52.4118862, 13.1009758 52.4121861, 13.1008116 52.41271859999999, 13.1007304 52.4129901, 13.1007324 52.41301899999999, 13.1007523 52.413345099999994, 13.1008521 52.413733, 13.1008591 52.413760499999995, 13.1005688 52.4137954, 13.1003122 52.4137846, 13.0999494 52.41372870000001, 13.0998603 52.41371929999999, 13.0992615 52.41362879999999, 13.0991106 52.41360589999999, 13.0981794 52.41344290000001, 13.0980509 52.4134052, 13.0978825 52.41338579999999, 13.0978557 52.41339320000001, 13.0968124 52.41320240000001, 13.0966191 52.4131418, 13.0964503 52.413088899999984, 13.097113000000002 52.41234589999999, 13.0976105 52.41178169999999, 13.0975575 52.411768, 13.0975887 52.4117544, 13.0975922 52.41174180000001, 13.097565900000001 52.4117199, 13.0975449 52.4117178, 13.0975287 52.41170489999998, 13.0975611 52.41169120000001, 13.097586700000003 52.411654899999995, 13.0976533 52.4116256, 13.097718000000002 52.41162249999999, 13.0987649 52.41116029999999, 13.098853099999998 52.41111900000001, 13.0988991 52.4110841, 13.098925880045787 52.41105571461889, 13.096035593800769 52.41100919158385, 13.095843373561534 52.41547098874601, 13.103156673395667 52.41558857613849))",0,[],[],[],[],9.546811011609602,Other,0,0,0.0,1,{'surface': 1},0,0,0,0,0,0,0,0,0,0,0,0
8,"POLYGON ((13.103348156455175 52.411126760152264, 13.103395925515185 52.41001349335955, 13.103178700000003 52.4100612, 13.1010028 52.41053889999999, 13.1009705 52.4106817, 13.1010274 52.4109801, 13.1010457 52.4110525, 13.101050858484514 52.411089873868505, 13.103348156455175 52.411126760152264))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
9,"POLYGON ((13.098925880045787 52.41105571461889, 13.0989358 52.4110452, 13.0989621 52.41100339999999, 13.0989774 52.410959500000004, 13.098983300000002 52.410914999999996, 13.0989797 52.4108704, 13.0989665 52.41082639999999, 13.0989441 52.4107839, 13.0989217 52.4107537, 13.0988945 52.41072489999998, 13.098850400000002 52.410683, 13.0987739 52.41060979999999, 13.098670800000003 52.410510599999995, 13.0986653 52.4105135, 13.098659100000003 52.410515799999985, 13.0986524 52.410517500000005, 13.0986454 52.4105186, 13.0986382 52.410519, 13.0986309 52.410518800000006, 13.0986223 52.410517799999994, 13.0986141 52.41051590000001, 13.0986065 52.41051310000001, 13.0985998 52.41050959999999, 13.0985942 52.410505499999985, 13.098556599999998 52.41046910000001, 13.098553 52.41046420000001, 13.098550700000002 52.410458999999996, 13.0985499 52.410453600000004, 13.098550700000002 52.4104482, 13.0985529 52.410443, 13.0985565 52.4104382, 13.098561400000001 52.4104339, 13.0985674 52.410430100000006, 13.098574400000002 52.41042699999999, 13.0985821 52.41042459999999, 13.0985466 52.41038900000001, 13.098701700000001 52.41033019999999, 13.098638700000002 52.410260799999996, 13.0986134 52.4102707, 13.0984081 52.410105, 13.0983331 52.4100623, 13.097977100000001 52.40993949999999, 13.0979823 52.40988029999999, 13.097391800000002 52.409418599999995, 13.096088325541139 52.40978498279053, 13.096035593800769 52.41100919158385, 13.098925880045787 52.41105571461889))",0,[],[],[],[],9.309165812040376,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
10,"POLYGON ((13.102777179140551 52.42442784752637, 13.1034865 52.424302199999985, 13.1045678 52.42398260000001, 13.104932973098599 52.42454683428496, 13.110088382022377 52.42462936923503, 13.110279227784854 52.420167542250425, 13.102965140202054 52.42005038824427, 13.102777179140551 52.42442784752637))",0,[],[],[],[],10.022101410748055,commercial,0,0,0.0,1,{'surface': 1},1,0,0,0,0,0,0,0,0,0,0,0
11,"POLYGON ((13.104932973098599 52.42454683428496, 13.1054095 52.4252831, 13.1069165 52.425645599999996, 13.1080198 52.42666109999999, 13.109957349792285 52.427692123376026, 13.110088382022377 52.42462936923503, 13.104932973098599 52.42454683428496))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
12,"POLYGON ((13.110279227784854 52.420167542250425, 13.110470023588496 52.41570571138911, 13.103156673395667 52.41558857613849, 13.102965140202054 52.42005038824427, 13.110279227784854 52.420167542250425))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
13,"POLYGON ((13.110470023588496 52.41570571138911, 13.110656910898074 52.41133414565786, 13.1101369 52.411286000000004, 13.1101006 52.411403, 13.1100543 52.411552599999986, 13.1100077 52.411702899999995, 13.109967900000001 52.41183120000001, 13.109905 52.4120343, 13.1096241 52.4129411, 13.109448 52.4129781, 13.1092012 52.413029999999985, 13.1091702 52.4130365, 13.108927200000002 52.41308759999999, 13.1086604 52.41314369999999, 13.1086162 52.41315320000001, 13.1084757 52.4131833, 13.1083493 52.41321039999999, 13.108103200000002 52.41326320000001, 13.1080759 52.41326910000001, 13.1078075 52.413326599999984, 13.107780300000002 52.413332499999996, 13.1074729 52.4132967, 13.107356100000002 52.41328299999999, 13.107256000000001 52.4133139, 13.1071427 52.41321349999999, 13.1071062 52.4131811, 13.1071237 52.413098999999995, 13.1072547 52.4128255, 13.1073045 52.412717799999996, 13.1073275 52.4126335, 13.1073622 52.41243499999999, 13.1073918 52.412294100000004, 13.107406 52.4122105, 13.1074156 52.412126999999984, 13.1074176 52.4120884, 13.1073607 52.4117978, 13.1073019 52.4115469, 13.1072685 52.411393, 13.10722491270965 52.411188905459255, 13.103348156455175 52.411126760152264, 13.103156673395667 52.41558857613849, 13.110470023588496 52.41570571138911))",0,[],[],[],[],8.596230213332696,residential,5,8,0.4,0,{},0,0,0,0,0,0,0,0,0,0,0,0
14,"POLYGON ((13.10722491270965 52.411188905459255, 13.107203 52.4110863, 13.1071796 52.41081750000001, 13.107154700000002 52.4106826, 13.1071533 52.41055139999999, 13.1071458 52.4100465, 13.107144200000002 52.41001529999998, 13.1071408 52.40999320000001, 13.1071325 52.4099609, 13.1071238 52.4099347, 13.1071051 52.4099032, 13.1070818 52.4098699, 13.1070193 52.4098146, 13.106966800000002 52.40977409999999, 13.1068515 52.4097141, 13.1067693 52.409675699999994, 13.1065488 52.4096061, 13.106186800000001 52.4095621, 13.1059145 52.40954870000001, 13.1054691 52.40974539999999, 13.105124 52.4098978, 13.104626 52.40974309999999, 13.104398700000003 52.4097931, 13.1038945 52.40990399999999, 13.1035671 52.4099759, 13.103395925515185 52.41001349335955, 13.103348156455175 52.411126760152264, 13.10722491270965 52.411188905459255))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
15,"POLYGON ((13.109957349792285 52.427692123376026, 13.112670043509276 52.4291354888538, 13.117213099442363 52.42920793150553, 13.117403257388043 52.42474608970691, 13.110088382022377 52.42462936923503, 13.109957349792285 52.427692123376026))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
16,"POLYGON ((13.112670043509276 52.4291354888538, 13.112783400000001 52.429195799999995, 13.1120738 52.432310199999996, 13.113930500000002 52.432966199999996, 13.11461418551185 52.43363138018294, 13.11702289169589 52.433669769431134, 13.117213099442363 52.42920793150553, 13.112670043509276 52.4291354888538))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
17,"POLYGON ((13.11461418551185 52.43363138018294, 13.116928527437166 52.43588290373635, 13.11702289169589 52.433669769431134, 13.11461418551185 52.43363138018294))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
18,"POLYGON ((13.117403257388043 52.42474608970691, 13.11759336555029 52.42028424403531, 13.110279227784854 52.420167542250425, 13.110088382022377 52.42462936923503, 13.117403257388043 52.42474608970691))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,3,{'surface': 2},1,0,0,0,0,0,0,0,0,0,0,0
19,"POLYGON ((13.11759336555029 52.42028424403531, 13.11778342394647 52.41582239449074, 13.110470023588496 52.41570571138911, 13.110279227784854 52.420167542250425, 13.11759336555029 52.42028424403531))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
20,"POLYGON ((13.11778342394647 52.41582239449074, 13.117973432593924 52.41136054107326, 13.111559182708627 52.411258234116275, 13.111548100000002 52.4112944, 13.1115117 52.411413299999985, 13.1111644 52.41138109999999, 13.1108638 52.41135330000001, 13.110656910898074 52.41133414565786, 13.110470023588496 52.41570571138911, 13.11778342394647 52.41582239449074))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
21,"POLYGON ((13.117973432593924 52.41136054107326, 13.118163391509999 52.40689868378287, 13.110851465388931 52.40678203803646, 13.110697802750176 52.41037747580313, 13.111451200000001 52.41044769999999, 13.111797500000002 52.4104799, 13.111754200000002 52.4106212, 13.1117027 52.410789599999994, 13.1116471 52.410971200000006, 13.111591400000002 52.41115310000001, 13.111559182708627 52.411258234116275, 13.117973432593924 52.41136054107326))",0,[],[],[],[],8.596230213332696,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
22,"POLYGON ((13.118163391509999 52.40689868378287, 13.118353300712023 52.40243682261963, 13.116125229657689 52.40240132870195, 13.1118193 52.40398549999999, 13.1112041 52.404510099999996, 13.1111028 52.40529779999999, 13.110907559200369 52.40546935107937, 13.110851465388931 52.40678203803646, 13.118163391509999 52.40689868378287))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
23,"POLYGON ((13.118353300712023 52.40243682261963, 13.118399223405142 52.40135770643406, 13.1177504 52.4021193, 13.1163373 52.40232329999999, 13.116125229657689 52.40240132870195, 13.118353300712023 52.40243682261963))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
24,"POLYGON ((13.116928527437166 52.43588290373635, 13.117218 52.436164500000004, 13.1221421 52.4378778, 13.122561674704437 52.43822271927736, 13.12414977351365 52.4382479275214, 13.124339292881913 52.43378607484293, 13.11702289169589 52.433669769431134, 13.116928527437166 52.43588290373635))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
25,"POLYGON ((13.122561674704437 52.43822271927736, 13.1231531 52.438708899999995, 13.1231211 52.439614999999996, 13.1202088 52.4413553, 13.1199306 52.4415211, 13.1197681 52.4417138, 13.1193335 52.44243989999999, 13.119217073416099 52.442634419755365, 13.12396020450288 52.44270977633051, 13.12414977351365 52.4382479275214, 13.122561674704437 52.43822271927736))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
26,"POLYGON ((13.119217073416099 52.442634419755365, 13.1190963 52.442836199999995, 13.1190538 52.442907100000006, 13.1190185 52.44296610000001, 13.1190221 52.443132000000006, 13.1190252 52.4432776, 13.119135700000001 52.4437747, 13.119011100000002 52.44400919999999, 13.1181828 52.44441379999999, 13.1173457 52.44482269999999, 13.1166265 52.44517359999999, 13.116530704218404 52.445209920943455, 13.116451969477916 52.44705525996946, 13.123770585832272 52.44717162127027, 13.12396020450288 52.44270977633051, 13.119217073416099 52.442634419755365))",0,[],[],[],[],10.022101410748053,Other,0,0,0.0,0,{},0,0,1,0,0,0,0,0,0,0,0,0
27,"POLYGON ((13.116451969477916 52.44705525996946, 13.116261562354442 52.45151708240263, 13.123580917484498 52.45163346234061, 13.123770585832272 52.44717162127027, 13.116451969477916 52.44705525996946))",0,[],[],[],[],10.022101410748055,Other,5,8,0.4,0,{},0,0,0,0,0,0,0,0,0,0,0,0
28,"POLYGON ((13.116261562354442 52.45151708240263, 13.116071105343217 52.45597890096264, 13.123391199442219 52.45609529954153, 13.123580917484498 52.45163346234061, 13.116261562354442 52.45151708240263))",0,[],[],[],[],10.022101410748055,Other,11,22,0.2,0,{},0,0,0,0,0,0,0,0,0,0,0,0
29,"POLYGON ((13.116071105343217 52.45597890096264, 13.115880598426829 52.460440715649426, 13.123201431688086 52.46055713287298, 13.123391199442219 52.45609529954153, 13.116071105343217 52.45597890096264))",0,[],[],[],[],10.022101410748055,Other,3,4,0.6666666666666666,0,{},0,0,0,0,0,0,0,0,0,0,0,0
30,"POLYGON ((13.115880598426829 52.460440715649426, 13.115690041587856 52.464902526462964, 13.123011614204742 52.46501896233495, 13.123201431688086 52.46055713287298, 13.115880598426829 52.460440715649426))",0,[],[],[],[],10.022101410748057,Other,3,4,0.6666666666666666,0,{},0,0,0,0,0,1,0,0,0,0,0,0
31,"POLYGON ((13.115690041587856 52.464902526462964, 13.115499434808862 52.469364333403206, 13.122821746974825 52.469480787927374, 13.123011614204742 52.46501896233495, 13.115690041587856 52.464902526462964))",0,[],[],[],[],10.022101410748055,Other,16,34,0.14166666666666666,1,{'surface': 1},0,0,0,0,0,0,0,0,0,0,0,0
32,"POLYGON ((13.115499434808862 52.469364333403206, 13.115426395596982 52.471073756407506, 13.116206100000001 52.47167999999999, 13.117234500000002 52.4732799, 13.117333925492222 52.473858391855906, 13.122631829980955 52.473942609650265, 13.122821746974825 52.469480787927374, 13.115499434808862 52.469364333403206))",0,[],[],[],[],10.022101410748055,Other,3,4,0.6666666666666666,0,{},0,0,0,0,0,0,0,0,0,0,0,0
33,"POLYGON ((13.117333925492222 52.473858391855906, 13.11736 52.474010099999994, 13.1174793 52.4743233, 13.1175166 52.47439070000001, 13.1175359 52.474516599999994, 13.1175518 52.4745785, 13.1175442 52.4747783, 13.1175486 52.47486039999999, 13.1175571 52.4750324, 13.117592400000001 52.475767499999996, 13.117679 52.477099900000006, 13.117693300000001 52.47732030000001, 13.1180596 52.4773478, 13.1183527 52.4773699, 13.1191222 52.47750489999999, 13.119335400000002 52.477537700000006, 13.1197908 52.477607899999995, 13.120405600000002 52.47769999999999, 13.120502 52.4777473, 13.120683 52.47771110000001, 13.1211998 52.4778163, 13.1214396 52.477858299999994, 13.121956300000003 52.4779545, 13.1221694 52.47799449999999, 13.122457516931556 52.478036807181056, 13.122631829980955 52.473942609650265, 13.117333925492222 52.473858391855906))",0,[],[],[],[],10.022101410748055,Other,5,8,0.4,0,{},0,0,0,0,0,0,0,0,0,0,0,0
34,"POLYGON ((13.124339292881913 52.43378607484293, 13.12452876262498 52.42932421829516, 13.117213099442363 52.42920793150553, 13.11702289169589 52.433669769431134, 13.124339292881913 52.43378607484293))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,1,0,0
35,"POLYGON ((13.12452876262498 52.42932421829516, 13.124718182760157 52.42486235787811, 13.117403257388043 52.42474608970691, 13.117213099442363 52.42920793150553, 13.12452876262498 52.42932421829516))",0,[],[],[],[],0.0,Other,0,0,0.0,2,{'surface': 2},1,0,0,0,0,0,0,0,0,0,1,0
36,"POLYGON ((13.124718182760157 52.42486235787811, 13.124907553304743 52.42040049359183, 13.11759336555029 52.42028424403531, 13.117403257388043 52.42474608970691, 13.124718182760157 52.42486235787811))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
37,"POLYGON ((13.124907553304743 52.42040049359183, 13.12509687427603 52.415938625436304, 13.11778342394647 52.41582239449074, 13.11759336555029 52.42028424403531, 13.124907553304743 52.42040049359183))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
38,"POLYGON ((13.12509687427603 52.415938625436304, 13.125286145691298 52.41147675341163, 13.117973432593924 52.41136054107326, 13.11778342394647 52.41582239449074, 13.12509687427603 52.415938625436304))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
39,"POLYGON ((13.125286145691298 52.41147675341163, 13.125475367567823 52.40701487751777, 13.118163391509999 52.40689868378287, 13.117973432593924 52.41136054107326, 13.125286145691298 52.41147675341163))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
40,"POLYGON ((13.125475367567823 52.40701487751777, 13.125664539922868 52.40255299775478, 13.118353300712023 52.40243682261963, 13.118163391509999 52.40689868378287, 13.125475367567823 52.40701487751777))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
41,"POLYGON ((13.125664539922868 52.40255299775478, 13.125853662773693 52.39809111412272, 13.12287385812286 52.39804382267187, 13.122003 52.398546399999994, 13.1202323 52.3998485, 13.1184644 52.40128119999999, 13.118399223405142 52.40135770643406, 13.118353300712023 52.40243682261963, 13.125664539922868 52.40255299775478))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
42,"POLYGON ((13.125853662773693 52.39809111412272, 13.12591499442137 52.39664389471695, 13.125660900000002 52.396662199999994, 13.1247813 52.396869399999986, 13.1242058 52.3972752, 13.1231598 52.3978788, 13.12287385812286 52.39804382267187, 13.125853662773693 52.39809111412272))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
43,"POLYGON ((13.122457516931556 52.478036807181056, 13.1233578 52.478169, 13.1239691 52.4782488, 13.125086265244812 52.47844637767078, 13.129765705072277 52.47852046616664, 13.129954931893842 52.47405862972616, 13.122631829980955 52.473942609650265, 13.122457516931556 52.478036807181056))",0,[],[],[],[],10.022101410748055,Other,12,30,0.22727272727272727,0,{},0,0,0,0,0,0,0,0,0,0,0,0
44,"POLYGON ((13.125086265244812 52.47844637767078, 13.1262767 52.47865689999999, 13.1265667 52.47879309999999, 13.126867100000002 52.478959599999996, 13.1279237 52.479571199999995, 13.128333500000002 52.479820499999995, 13.1286057 52.48003009999999, 13.1295595 52.4807658, 13.129666939060723 52.480848833861664, 13.129765705072277 52.47852046616664, 13.125086265244812 52.47844637767078))",0,[],[],[],[],0.0,Other,2,2,1.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
45,"POLYGON ((13.129954931893842 52.47405862972616, 13.130144109127665 52.46959678941981, 13.122821746974825 52.469480787927374, 13.122631829980955 52.473942609650265, 13.129954931893842 52.47405862972616))",0,[],[],[],[],10.022101410748055,retail,33,74,0.07007575757575757,3,{'surface': 3},0,0,0,1,0,0,0,0,0,1,1,0
46,"POLYGON ((13.130144109127665 52.46959678941981, 13.130333236791058 52.46513494524766, 13.123011614204742 52.46501896233495, 13.122821746974825 52.469480787927374, 13.130144109127665 52.46959678941981))",0,[],[],[],[],10.022101410748053,Other,24,47,0.08514492753623189,1,{},0,0,0,0,0,0,0,0,0,0,0,0
47,"POLYGON ((13.130333236791058 52.46513494524766, 13.130522314901329 52.460673097209714, 13.123201431688086 52.46055713287298, 13.123011614204742 52.46501896233495, 13.130333236791058 52.46513494524766))",0,[],[],[],[],10.022101410748057,Other,12,24,0.18181818181818182,0,{},0,0,0,0,0,0,0,0,0,0,0,1
48,"POLYGON ((13.130522314901329 52.460673097209714, 13.130711343475774 52.45621124530603, 13.123391199442219 52.45609529954153, 13.123201431688086 52.46055713287298, 13.130522314901329 52.460673097209714))",0,[],[],[],[],10.022101410748055,Other,5,8,0.4,0,{},0,0,0,0,0,0,0,0,0,0,0,0
49,"POLYGON ((13.130711343475774 52.45621124530603, 13.130900322531682 52.45174938953661, 13.123580917484498 52.45163346234061, 13.123391199442219 52.45609529954153, 13.130711343475774 52.45621124530603))",0,[],[],[],[],10.022101410748055,Other,12,26,0.19696969696969696,0,{},0,0,0,0,0,1,0,0,0,0,0,0
50,"POLYGON ((13.130900322531682 52.45174938953661, 13.131089252086333 52.447287529901516, 13.123770585832272 52.44717162127027, 13.123580917484498 52.45163346234061, 13.130900322531682 52.45174938953661))",0,[],[],[],[],10.022101410748057,Other,3,4,0.6666666666666666,4,{},0,0,0,0,0,1,0,0,0,0,0,1
51,"POLYGON ((13.131089252086333 52.447287529901516, 13.131278132157004 52.44282566640074, 13.12396020450288 52.44270977633051, 13.123770585832272 52.44717162127027, 13.131089252086333 52.447287529901516))",0,[],[],[],[],10.022101410748055,Other,10,19,0.2111111111111111,1,{'surface': 1},0,0,0,0,0,0,0,0,0,0,0,0
52,"POLYGON ((13.131278132157004 52.44282566640074, 13.131466962760955 52.43836379903432, 13.12414977351365 52.4382479275214, 13.12396020450288 52.44270977633051, 13.131278132157004 52.44282566640074))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
53,"POLYGON ((13.131466962760955 52.43836379903432, 13.131655743915443 52.433901927802296, 13.124339292881913 52.43378607484293, 13.12414977351365 52.4382479275214, 13.131466962760955 52.43836379903432))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,1,0,0
54,"POLYGON ((13.131655743915443 52.433901927802296, 13.131844475637717 52.4294400527047, 13.12452876262498 52.42932421829516, 13.124339292881913 52.43378607484293, 13.131655743915443 52.433901927802296))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
55,"POLYGON ((13.131844475637717 52.4294400527047, 13.132033157945017 52.42497817374155, 13.124718182760157 52.42486235787811, 13.12452876262498 52.42932421829516, 13.131844475637717 52.4294400527047))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
56,"POLYGON ((13.132033157945017 52.42497817374155, 13.13222179085457 52.4205162909129, 13.124907553304743 52.42040049359183, 13.124718182760157 52.42486235787811, 13.132033157945017 52.42497817374155))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
57,"POLYGON ((13.13222179085457 52.4205162909129, 13.132410374383607 52.416054404218734, 13.12509687427603 52.415938625436304, 13.124907553304743 52.42040049359183, 13.13222179085457 52.4205162909129))",0,[],[],[],[],10.022101410748055,commercial,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
58,"POLYGON ((13.132410374383607 52.416054404218734, 13.132598908549337 52.41159251365913, 13.125286145691298 52.41147675341163, 13.12509687427603 52.415938625436304, 13.132410374383607 52.416054404218734))",0,[],[],[],[],10.022101410748057,Other,0,0,0.0,1,{'surface': 1},1,0,0,0,0,0,0,0,0,0,0,0
59,"POLYGON ((13.132598908549337 52.41159251365913, 13.132787393368968 52.40713061923409, 13.125475367567823 52.40701487751777, 13.125286145691298 52.41147675341163, 13.132598908549337 52.41159251365913))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,6,{},0,0,0,0,0,0,0,0,0,0,0,0
60,"POLYGON ((13.132787393368968 52.40713061923409, 13.132975828859703 52.40266872094364, 13.125664539922868 52.40255299775478, 13.125475367567823 52.40701487751777, 13.132787393368968 52.40713061923409))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
61,"POLYGON ((13.132975828859703 52.40266872094364, 13.133126775367545 52.39909366581994, 13.1325231 52.39866320000001, 13.131377822543945 52.39817858720975, 13.125853662773693 52.39809111412272, 13.125664539922868 52.40255299775478, 13.132975828859703 52.40266872094364))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
62,"POLYGON ((13.131377822543945 52.39817858720975, 13.1284625 52.39694490000001, 13.1274241 52.396640000000005, 13.1269226 52.396571300000005, 13.12591499442137 52.39664389471695, 13.125853662773693 52.39809111412272, 13.131377822543945 52.39817858720975))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
63,"POLYGON ((13.129666939060723 52.480848833861664, 13.1297532 52.48091550000001, 13.1297956 52.480948000000005, 13.1307165 52.4816449, 13.131629500000003 52.4823514, 13.132500452904015 52.48302850279905, 13.136901060504142 52.48309790273902, 13.137089596766076 52.478636051645964, 13.129765705072277 52.47852046616664, 13.129666939060723 52.480848833861664))",0,[],[],[],[],10.022101410748055,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
64,"POLYGON ((13.132500452904015 52.48302850279905, 13.132547400000002 52.483065, 13.1334657 52.48377850000001, 13.1343875 52.4844967, 13.1346123 52.4846726, 13.1352875 52.485201299999986, 13.1355512 52.485405, 13.1362016 52.48590790000001, 13.136755500000001 52.4863365, 13.136763906958961 52.48634300638982, 13.136901060504142 52.48309790273902, 13.132500452904015 52.48302850279905))",0,[],[],[],[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
