,geometry,EV_stations_counts,EV_stations_geomery,population,landuse,nodes,edges,density,parking_count,parking_types,restaurant_count,library_count,university_count,school_count,park_count,townhall_count,Community_centre_count,government_count,civic_count,commercial_count,retail_count,place_of_worship_count
697,"POLYGON ((8.49387142672529 49.00718227234712, 8.493916424717453 49.002742019682465, 8.487142102823084 49.00271210745707, 8.487096502561764 49.00715235547034, 8.49387142672529 49.00718227234712))",0,[],5.535613522714614,Other,3,2,0.3333333333333333,6,"{'surface': 4, 'street_side': 2}",0,0,0,0,0,0,0,0,0,0,0,0
698,"POLYGON ((8.493916424717453 49.002742019682465, 8.493961411679148 48.99830176355223, 8.487187691906318 48.998271855977414, 8.487142102823084 49.00271210745707, 8.493916424717453 49.002742019682465))",0,[],5.5356135227146135,Other,0,0,0.0,2,{'surface': 2},0,0,0,0,0,0,0,0,0,0,0,0
699,"POLYGON ((8.493961411679148 48.99830176355223, 8.49400638761385 48.99386150395638, 8.487233269814988 48.99383160103133, 8.487187691906318 48.998271855977414, 8.493961411679148 48.99830176355223))",0,[],5.535613522714616,Other,2,2,1.0,6,"{'surface': 5, 'street_side': 1}",1,0,0,0,0,0,0,0,0,0,0,0
700,"POLYGON ((8.49400638761385 48.99386150395638, 8.494051352525034 48.98942124089484, 8.487278836552614 48.98939134261872, 8.487233269814988 48.99383160103133, 8.49400638761385 48.99386150395638))",0,[],5.535613522714615,residential,5,8,0.4,0,{},0,0,0,0,0,0,0,0,0,0,0,0
701,"POLYGON ((8.494051352525034 48.98942124089484, 8.494096306416175 48.984980974367545, 8.48732439212272 48.984951080739535, 8.487278836552614 48.98939134261872, 8.494051352525034 48.98942124089484))",0,[],5.5356135227146135,Other,3,4,0.6666666666666666,0,{},0,0,0,0,0,0,0,0,0,0,0,1
702,"POLYGON ((8.494096306416175 48.984980974367545, 8.494141249290745 48.98054070437441, 8.487369936528818 48.9805108153937, 8.48732439212272 48.984951080739535, 8.494096306416175 48.984980974367545))",0,[],5.5356135227146135,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
703,"POLYGON ((8.494141249290745 48.98054070437441, 8.494186181152216 48.97610043091538, 8.487415469774433 48.97607054658114, 8.487369936528818 48.9805108153937, 8.494141249290745 48.98054070437441))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
704,"POLYGON ((8.494186181152216 48.97610043091538, 8.494231102004054 48.97166015399039, 8.487460991863076 48.9716302743018, 8.487415469774433 48.97607054658114, 8.494186181152216 48.97610043091538))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
705,"POLYGON ((8.494231102004054 48.97166015399039, 8.49427601184973 48.96721987359937, 8.487506502798261 48.96718999855561, 8.487460991863076 48.9716302743018, 8.494231102004054 48.97166015399039))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
706,"POLYGON ((8.49427601184973 48.96721987359937, 8.494320910692709 48.962779589742254, 8.487552002583502 48.96274971934251, 8.487506502798261 48.96718999855561, 8.49427601184973 48.96721987359937))",0,[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
707,"POLYGON ((8.494320910692709 48.962779589742254, 8.494365798536453 48.95833930241896, 8.48759749122231 48.95830943666242, 8.487552002583502 48.96274971934251, 8.494320910692709 48.962779589742254))",0,[],5.535613522714614,Other,0,0,0.0,1,{'surface': 1},1,0,0,0,0,0,0,0,0,0,0,0
708,"POLYGON ((8.494365798536453 48.95833930241896, 8.494410675384428 48.95389901162945, 8.487642968718195 48.95386915051527, 8.48759749122231 48.95830943666242, 8.494365798536453 48.95833930241896))",0,[],5.535613522714615,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
709,"POLYGON ((8.494410675384428 48.95389901162945, 8.494455541240097 48.94945871737363, 8.487688435074665 48.949428860901, 8.487642968718195 48.95386915051527, 8.494410675384428 48.95389901162945))",0,[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
710,"POLYGON ((8.494455541240097 48.94945871737363, 8.494500396106917 48.94501841965145, 8.487733890295221 48.94498856781954, 8.487688435074665 48.949428860901, 8.494455541240097 48.94945871737363))",0,[],5.535613522714614,Other,4,3,0.25,3,"{'surface': 2, 'underground': 1}",0,0,0,0,0,0,0,0,0,1,0,0
711,"POLYGON ((8.494500396106917 48.94501841965145, 8.494533391014311 48.94175147295131, 8.492495 48.9415268, 8.4923525 48.94173529999999, 8.4916337 48.94152749999999, 8.4907807 48.9411795, 8.4904964 48.941321, 8.489697 48.940784300000004, 8.4895764 48.94075669999999, 8.489457 48.9407655, 8.4894034 48.94080959999999, 8.4890695 48.941795199999994, 8.488989 48.941791699999996, 8.4885652 48.9417213, 8.487768478457836 48.941609092121645, 8.487733890295221 48.94498856781954, 8.494500396106917 48.94501841965145))",1,[[<POINT (8.489 48.945)>]],5.5356135227146135,Other,10,20,0.2222222222222222,1,{'surface': 1},1,0,0,0,0,0,0,0,0,2,0,0
712,"POLYGON ((8.493443489677396 49.04935517929815, 8.4937242 49.0490787, 8.4943261 49.0485438, 8.4956009 49.0479109, 8.4966767 49.047311900000004, 8.496963922945623 49.04715969031048, 8.493465947850302 49.04714439039039, 8.493443489677396 49.04935517929815))",0,[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
